Title,Content,Site-Name,Sector,Country
"Extra RM572mil spent after Pharmaniaga contract ended, says Dzul","Extra RM572mil spent after Pharmaniaga contract ended, says Dzul
Minister Dzulkefly Ahmad says pharmaceutical products cost up to five times more when purchased through tender.",Free Malaysia Today on MSN.com,Logistics,Malaysia
Live news: Russia targets Ukrainian energy in large-scale missile attack,"Live news: Russia targets Ukrainian energy in large-scale missile attack
Now the enemy is carrying out the largest-scale attack on the Ukrainian energy industry in recent times,"" said energy minister German Galushchenko. ""The goal is not just to damage, but to try again, like last year,",The Financial Times,Logistics,Malaysia
"FOREIGN INVESTMENTS WORTH RM281.5 BLN APPROVED IN 2022-2023 TO CREATE 98,725 JOBS","FOREIGN INVESTMENTS WORTH RM281.5 BLN APPROVED IN 2022-2023 TO CREATE 98,725 JOBS
KUALA LUMPUR, March 20 (Bernama) -- A total of 898 foreign investment projects valued at RM281.5 billion have been approved in the manufacturing and services sectors from 2022 to 2023, said Deputy Minister of Investment, Trade and Industry Liew Chin Tong.",bernama,Logistics,Malaysia
Live news: Belgian PM says EU leaders have demanded that violence in Gaza 'stops right now',"Live news: Belgian PM says EU leaders have demanded that violence in Gaza 'stops right now'
Belgian's prime minister said EU leaders have made ""extremely clear"" demands about the war in Gaza in statements agreed late on Thursday. ""We finally have a unified position that is extremely clear. Demanding that the violence stops right now .",The Financial Times,Logistics,Malaysia
"If You Invested $1000 in Reliance Steel a Decade Ago, This is How Much It'd Be Worth Now","If You Invested $1000 in Reliance Steel a Decade Ago, This is How Much It'd Be Worth Now
How much a stock's price changes over time is a significant driver for most investors. Not only can price performance impact your portfolio, but it can help you compare investment results across sectors and industries as well.",Yahoo Finance,Logistics,Malaysia
Covid-19 remembered: The oil palm business continuity,"Covid-19 remembered: The oil palm business continuity
Malaysia confronted the onset of Covid-19 pandemic, prompting the imposition of a nationwide movement control order (MCO) to curb the virus's spread.",The Star,Logistics,Malaysia
Current account surplus to improve in 2024,"Current account surplus to improve in 2024
Amid external headwinds, Malaysia is expected to see an improvement in the current account surplus this year after it substantially shrank to a mere 1.2% of gross domestic product (GDP) last year.",The Star,Logistics,Malaysia
15 Biggest Companies in Singapore,"15 Biggest Companies in Singapore
Despite that, the fixed income, currencies, and commodities business witnessed ... The company has an experience of over 30 years and operates in Australia, Singapore, the Bahamas, Malaysia, the Philippines, and the UK. As of March 22, Genting Singapore ...",Yahoo Finance,Logistics,Malaysia
Live news: Tory donor Frank Hester under police investigation,"Live news: Tory donor Frank Hester under police investigation
Hong Kong-listed shares in Chinese electric vehicle maker Li Auto dropped 7 per cent on Friday, after the Tesla rival slashed its January-March sales volume forecast due to lower-than-expected order intake.",The Financial Times,Logistics,Malaysia
REVISED MM2H REQUIREMENTS AIM TO ATTRACT MORE FOREIGN PARTICIPANTS - DPM AHMAD ZAHID,"REVISED MM2H REQUIREMENTS AIM TO ATTRACT MORE FOREIGN PARTICIPANTS - DPM AHMAD ZAHID
KLUANG, March 14 (Bernama) -- The government has decided to amend several requirements for the Malaysia My Second Home (MM2H) programme to attract more foreign participants to the country. Deputy Prim",bernama,Logistics,Malaysia
Top Two Spot Occupied By Indian Firms In FT's Asia Pacific Top 500 High-Growth List,"Top Two Spot Occupied By Indian Firms In FT's Asia Pacific Top 500 High-Growth List
South Korea emerged as the leader in the number of high-growth companies, boasting 123 firms, followed by Japan and Singapore, with 101 and 93 companies, respectively",abp LIVE on MSN.com,Logistics,Malaysia
Hyphens Pharma licenses Wynzora(R) Cream for ASEAN countries from MC2 Therapeutics,"Hyphens Pharma licenses Wynzora(R) Cream for ASEAN countries from MC2 Therapeutics
Cream for ASEAN countries from MC2 Therapeutics PR Newswire SINGAPORE, March 12, 2024 -- Wynzora(R) Cream is approved",MarketWatch,Logistics,Malaysia
Q4 2023 Ranpak Holdings Corp Earnings Call,"Q4 2023 Ranpak Holdings Corp Earnings Call
Ladies and gentlemen, thank you for standing by. My name is Debre, and I will be your conference operator today. I would like to welcome everyone to the Ranpak Fourth Quarter 2023 earnings call. (Operator Instructions) I would now like to turn the conference over to Sara Horvath, General Counsel. Please go.",Yahoo Finance,Logistics,Malaysia
Live news: European stocks slip from record high as FTSE 100 reapproaches peak,"Live news: European stocks slip from record high as FTSE 100 reapproaches peak
European stocks slipped from a record closing high, while London's FTSE 100 closed out its biggest weekly gain since September. The UK benchmark closed 0.6 per cent higher on Friday and now sits about 1 per cent below its record closing high from 13 months ago.",The Financial Times,Logistics,Malaysia
30 Countries With the Highest Purchasing Power Parity in the World,"30 Countries With the Highest Purchasing Power Parity in the World
In this article, we list and discuss the 30 Countries With The Highest Purchasing Power Parity in the World. If you would like to skip our detailed discussion of the topic, you can go directly to 10 Countries With The Highest Purchasing Power Parity in the World.",InvestingChannel on MSN.com,Logistics,Malaysia
Kuehne+Nagel operating profit cut 50% in 2023,"Kuehne+Nagel operating profit cut 50% in 2023
K+N's air logistics division recorded a 27% drop in fourth-quarter revenue, which was an improvement from the 41% decline for the full year. Earnings before interest and taxes were off 61% for 2023 and 52% in the quarter. Air volumes fell 11.2% while ...",freightwaves.com,Logistics,Malaysia
Live news: Shares of CK Asset Holdings fall while Henderson Land climbs,"Live news: Shares of CK Asset Holdings fall while Henderson Land climbs
The logistics group, a bellwether for global growth, forecast adjusted earnings of $17.25 to $18.25 a share for the fiscal year, up from a prior forecast made in December, when it warned demand was slowing. In its third quarter, FedEx reported $879mn in ...",The Financial Times,Logistics,Malaysia
"MLT announces proposed acquisition of Malaysia, Vietnam properties for $234 mil","MLT announces proposed acquisition of Malaysia, Vietnam properties for $234 mil
""Strategically located in logistics hubs serving the growing ... to 39.6% on a pro forma basis after financing the acquisitions. The Malaysia property is expected to generate an initial net property income (NPI) yield of approximately 5.7%, while the ...",The Edge Singapore,Logistics,Malaysia
Hyphens Pharma International Limited: Hyphens Pharma licenses Wynzora® Cream for ASEAN countries from MC2 Therapeutics,"Hyphens Pharma International Limited: Hyphens Pharma licenses Wynzora® Cream for ASEAN countries from MC2 Therapeutics
Wynzora® Cream is approved and marketed in Italy, Germany, Spain, the United Kingdom, and the United States.SINGAPORE, March 12, 2024 /PRNewswire/ -- Hyphens Pharma International Limited (""Hyphens",Finanznachrichten,Logistics,Malaysia
Vegetable wholesaler Farm Price gets nod for ACE Market listing,"Vegetable wholesaler Farm Price gets nod for ACE Market listing
Johor-based vegetable wholesaler Farm Price Holdings Bhd said on Wednesday it has secured regulatory approval for its listing on the ACE Market of Bursa Malaysia.  The approval marks another step forward for Farm Price's initial public offering since the company filed a draft prospectus on Oct 12,",The Edge on MSN.com,Logistics,Malaysia
China's Outbound Investment Reshaping The Global Economy,"China's Outbound Investment Reshaping The Global Economy
As economists obsess over plunging foreign direct investment into China, they risk missing a far more important trend: the giant waves of capital zo",Mena FN,Logistics,Malaysia
Here's How Much a $1000 Investment in Reliance Steel Made 10 Years Ago Would Be Worth Today,"Here's How Much a $1000 Investment in Reliance Steel Made 10 Years Ago Would Be Worth Today
How much a stock's price changes over time is a significant driver for most investors. Not only can price performance impact your portfolio, but it can help you compare investment results across sectors and industries as well.",Zacks.com on MSN.com,Logistics,Malaysia
"Tech: Forget chips, software and ecosystem are powering Nvidia","Tech: Forget chips, software and ecosystem are powering Nvidia
This article first appeared in The Edge Malaysia Weekly on March 4, 2024 - March 10, 2024 GLOBAL markets have more recently been about just one name: Nvidia Corp. ""As goes Nvidia, so go the markets"" became the common maxim.",The Edge on MSN.com,Logistics,Malaysia
"Top Glove, Eco World, Scientex Packaging, Yinson, FM Global, Kelington, Hibiscus, SCGM, Master Tec","Top Glove, Eco World, Scientex Packaging, Yinson, FM Global, Kelington, Hibiscus, SCGM, Master Tec
Here is a brief recap of some business news and corporate announcements that made the headlines on Wednesday:  Top Glove Corp Bhd's net loss for the second quarter ended Feb 29, 2024 narrowed to RM51.",The Edge on MSN.com,Logistics,Malaysia
Röhlig Logistics - preliminary 2023 numbers,"Röhlig Logistics - preliminary 2023 numbers
Bremen, 27 February, 2024 - Thanks to the acquisition of new customers and the corresponding increase in orders, the owner-managed logistics company Röhlig ... market situation and have thus expanded our earnings very solidly compared to the pre ...",The Loadstar,Logistics,Malaysia
"Sri Lanka's deal with Thailand could open doors to 'greater trade', in boost for debt-stricken economy","Sri Lanka's deal with Thailand could open doors to 'greater trade', in boost for debt-stricken economy
The free trade pact offers tariff concessions over a 15-year period, and could be a catalyst for Sri Lanka's objective of joining the RCEP It could also be a signal to Asean that South Asian countries like Sri Lanka are ready for more connectivity and economic engagement,",South China Morning Post on MSN.com,Logistics,Malaysia
Insight - Soaring prices may hamper recovery,"Insight - Soaring prices may hamper recovery
The government could also introduce time-limited subsidies for producers to cover the logistics cost of intermediate ... to supplement their household income. Malaysia has been reliant on food ...",The Star,Logistics,Malaysia
Covid-19 remembered: Planters' defining moments,"Covid-19 remembered: Planters' defining moments
March 2020 marks a poignant milestone in our collective memory — the sombre anniversary of the Covid-19 pandemic that swept across the globe, leaving devastation in its wake. On 18 March, 2020, Malaysia imposed a nationwide Movement Control Order (MCO) due to a surge in Covid-19 cases.",The Edge on MSN.com,Logistics,Malaysia
No middle ground to stupid taxes,"No middle ground to stupid taxes
Malaysia will see a slew of taxes and tax hikes this year that ... It artificially forces up the prices of goods that low-income people want to buy and clearly makes life harder for them unnecessarily. It is a cruel tax in that sense.",Malaysia Today,Logistics,Malaysia
"Foreign investments worth RM281.5b approved in 2022-2023 to create 98,725 jobs in Malaysia, says deputy minister","Foreign investments worth RM281.5b approved in 2022-2023 to create 98,725 jobs in Malaysia, says deputy minister
Liew said that Malaysia currently possesses advantages such as good logistics, the skills and ecosystem ... creating more jobs or developing more skilled workers is to raise the salary levels in the manufacturing sector,"" he added.",malaymail,Logistics,Malaysia
Generali and UNDP are building SME resilience in Asia,"Generali and UNDP are building SME resilience in Asia
Launch of joint research on MSME resilience in Southeast Asia, and a focus on Malaysia and Thailand, detailing key risks and alternative approaches to insurance Presentation of the SME Loss Prevention Framework,",thearabianpost on MSN.com,Logistics,Malaysia
Ranpak Holdings Corp. (NYSE:PACK) Q4 2023 Earnings Call Transcript,"Ranpak Holdings Corp. (NYSE:PACK) Q4 2023 Earnings Call Transcript
Q4 2023 Earnings Call Transcript March 11, 2024 Ranpak Holdings Corp. isn't one of the 30 most popular stocks among hedge funds at the end of the third quarter (see the details here). Operator: Ladies and gentlemen,",InvestingChannel on MSN.com,Logistics,Malaysia
Shankar Sharma's portfolio stock: This drone company bags new orders from Ministry of Defence and Adani Group - know more here!,"Shankar Sharma's portfolio stock: This drone company bags new orders from Ministry of Defence and Adani Group - know more here!
Adani's adoption of drones for mapping, monitoring, and inspections across their diverse operations in energy, infrastructure, logistics, and more signifies ... They aim to capture markets like Thailand, Malaysia, and the Philippines with their drone ...",DSIJ Pvt Ltd,Logistics,Malaysia
Attracting quality FDI to tap new opportunities: association,"Attracting quality FDI to tap new opportunities: association
Vietnam needs to promote its inherent strengths to attract FDI, especially from major powers, to become not only a ""workshop"" of the world, but also a powerhouse for chip production, said Prof. Dr. Nguyen Mai,",theinvestor,Logistics,Malaysia
"DHL Supply Chain to invest in a new warehouse facility in Senai Airport City, Southern Malaysia, to fulfill growing logistics demand","DHL Supply Chain to invest in a new warehouse facility in Senai Airport City, Southern Malaysia, to fulfill growing logistics demand
""With the launch of the South Region Hub as our 24 th facility in Malaysia, we are looking to elevate the standards of logistics in the Southern region and beyond. This investment reflects our confidence in Johor's potential as an epicenter for regional ...",Zawya,Logistics,Malaysia
Mawani adds IMS service to King Abdulaziz Port to connect Saudi to Southeast Asia and Indian ports,"Mawani adds IMS service to King Abdulaziz Port to connect Saudi to Southeast Asia and Indian ports
Mawani stated that this service aims to enhance its strategic partnerships with major international shipping lines, support the maritime sector, and contribute to national economic development",Zawya,Logistics,Malaysia
Mercedes-Benz finalises plan for regional after-sales logistics centre in Malaysia,"Mercedes-Benz finalises plan for regional after-sales logistics centre in Malaysia
KUALA LUMPUR: Mercedes-Benz has finalised the planning for a regional after-sales logistics centre in Malaysia. In a statement on Friday, the auto giant said the centre will be in Senai Airport ...",The Star,Logistics,Malaysia
PKT Logistics secures logistics services partnership with Tesla Malaysia,"PKT Logistics secures logistics services partnership with Tesla Malaysia
KUALA LUMPUR: PKT Logistics Group Sdn Bhd has announced its collaboration with Tesla to support the electric vehicle brand's logistics service in Malaysia. Tesla Sdn Bhd, the Malaysian arm of the ...",The Star,Logistics,Malaysia
Malaysia offers expertise to Kazakhstan on maritime logistics - minister,"Malaysia offers expertise to Kazakhstan on maritime logistics - minister
ASTANA, Kazakhstan, March 12. Malaysia is ready to share experience with Kazakhstan in the field of maritime logistics, said Malaysian Transport Minister Anthony Loke, Trend reports. He made the ...",Trend News Agency,Logistics,Malaysia
DHL Supply Chain to invest RM654.46mil in Malaysia,"DHL Supply Chain to invest RM654.46mil in Malaysia
The logistics solutions provider aims to expand its transportation capabilities in Malaysia with significant investment in its fleet, systems and people, with its first Connected Control Tower in ...",The Star,Logistics,Malaysia
Japan's Mitsui Fudosan to partner PKT Logistics for Kulim logistics facility project,"Japan's Mitsui Fudosan to partner PKT Logistics for Kulim logistics facility project
will promote the Tokyo group's first-ever logistics facility project in Malaysia. ""Malaysia has a highly promising market for Mitsui Fudosan's logistics business given prospects of mounting ...",The Star,Logistics,Malaysia
Mawani: Shipping Service 'GALEX' Added to King Abdulaziz Port in Dammam,"Mawani: Shipping Service 'GALEX' Added to King Abdulaziz Port in Dammam
The Saudi Ports Authority, known as ""Mawani,"" has announced that Emirates Shipping Line (ESL) has introduced a new shipping service named ""GALEX"" to King Abdulaziz Port in Dammam. This service strengthens maritime connections between Saudi Arabia and East Asia,",الشرق الأوسط on MSN.com,Logistics,Malaysia
"DHL Supply Chain To Invest In A New Warehouse Facility In Senai Airport City, Southern Malaysia, To Fulfill Growing Logistics Demand","DHL Supply Chain To Invest In A New Warehouse Facility In Senai Airport City, Southern Malaysia, To Fulfill Growing Logistics Demand
JOHOR, MALAYSIA - Media OutReach Newswire - 21 March 2024 - DHL Supply Chain, the global leader in contract logistics, announced the inauguration of its first warehouse in Southern Malaysia.",Mena FN,Logistics,Malaysia
Recovery in logistics industry to spur AGX,"Recovery in logistics industry to spur AGX
In addition, with Malaysia and Singapore eyeing for a special economic zone (SEZ), Ponnudorai believes that this will be a plus factor to AGX's expansion plans in Johor and Singapore.",The Star,Logistics,Malaysia
FedEx Express pioneers first EV delivery from Malaysia to Singapore,"FedEx Express pioneers first EV delivery from Malaysia to Singapore
...there are many ways you can work with us to advertise your company and connect to your customers. Our team can help you dight and create an advertising campaign, in print and digital, on this website and in print magazine. We can also organize a real ...",Singapore Business Review,Logistics,Malaysia
Govt widens scope of service tax exemption for logistics,"Govt widens scope of service tax exemption for logistics
The scope of the tax exemption for logistics services initially covered services for direct export goods, transhipments, transit activities, door-to-door deliveries, food and beverage deliveries ...",Free Malaysia Today,Logistics,Malaysia
Dr Wee: Malaysia seeks to bolster cooperation with China to boost logistics sectors,"Dr Wee: Malaysia seeks to bolster cooperation with China to boost logistics sectors
PETALING JAYA: Malaysia hopes to strengthen cooperation with China to develop its transport and logistics industries and to achieve a win-win situation for both countries, says Datuk Seri Dr Wee ...",The Star,Logistics,Malaysia
Pangaea Logistics Solutions: Post-Earnings Selloff Provides Buying Opportunity,"Pangaea Logistics Solutions: Post-Earnings Selloff Provides Buying Opportunity
I have covered Pangaea Logistics Solutions ... Pangaea's adjusted earnings per share of $0.16 missed analyst projections of $0.34 by a mile. The company reported an average daily time charter ...",Seeking Alpha,Logistics,Malaysia
Expensive flights become new normal on US$5 trillion green transition,"Expensive flights become new normal on US$5 trillion green transition
THE global airline industry has long warned passengers they will eventually have to pay some of the US$5 trillion cost of decarbonising air travel. The moment has come. Read more at The Business Times.",Business Times,Logistics,Malaysia
Mapletree Logistics Trust to acquire 3 logistics assets in Malaysia and Vietnam,"Mapletree Logistics Trust to acquire 3 logistics assets in Malaysia and Vietnam
...there are many ways you can work with us to advertise your company and connect to your customers. Our team can help you dight and create an advertising campaign, in print and digital, on this website and in print magazine. We can also organize a real ...",Singapore Business Review,Logistics,Malaysia
IJM partners CHEC for Malaysia-China Kuantan International Logistics Park,"IJM partners CHEC for Malaysia-China Kuantan International Logistics Park
KUALA LUMPUR: IJM Corp Bhd has entered into a strategic partnership with China Harbour Engineering Company Ltd (CHEC) for the development of Malaysia-China Kuantan International Logistics Park ...",The Star,Logistics,Malaysia
"Malaysia must strengthen ports, logistics services to maintain competitive edge, says Transport Minister","Malaysia must strengthen ports, logistics services to maintain competitive edge, says Transport Minister
PUTRAJAYA: There must be continuous efforts to strengthen Malaysia's competitive edge in ports and logistics services to attract more trade flow into the country, says Anthony Loke. The ...",The Star,Logistics,Malaysia
Pangaea Logistics: Q4 Earnings Snapshot,"Pangaea Logistics: Q4 Earnings Snapshot
Earnings, adjusted for non-recurring costs, came to 16 cents per share. The maritime logistics company posted revenue of $131.9 million in the period. For the year, the company reported profit of ...",Houston Chronicle,Logistics,Malaysia
Q4 2023 Delek Logistics Partners LP Earnings Call,"Q4 2023 Delek Logistics Partners LP Earnings Call
Please go ahead. Rosy Zuklic Good day and welcome to the Delek Logistics Partners fourth-quarter earnings conference call. Participants on today's call will include Avoca direct President ...",Yahoo Finance,Logistics,Malaysia
What's in Store for Pangaea Logistics (PANL) in Q4 Earnings?,"What's in Store for Pangaea Logistics (PANL) in Q4 Earnings?
The Zacks Consensus Estimate for fourth-quarter 2023 is currently pegged at an earnings of 44 cents per share, up 2.3% over the past 60 days. Pangaea Logistics has surpassed the Zacks Consensus ...",Yahoo Finance,Logistics,Malaysia
Delek Logistics Partners Earnings Preview,"Delek Logistics Partners Earnings Preview
Delek Logistics Partners DKL is set to give its latest quarterly earnings report on Tuesday, 2024-02-27. Here's what investors need to know before the announcement. Analysts estimate that Delek ...",Benzinga.com,Logistics,Malaysia
Pangaea Logistics Solns Earnings Preview,"Pangaea Logistics Solns Earnings Preview
Pangaea Logistics Solns PANL is set to give its latest quarterly earnings report on Wednesday, 2024-03-13. Here's what investors need to know before the announcement. Analysts estimate that ...",Benzinga.com,Logistics,Malaysia
Chemtrade Logistics Income Fund (TSE:CHE.UN) Has Announced A Dividend Of CA$0.055,"Chemtrade Logistics Income Fund (TSE:CHE.UN) Has Announced A Dividend Of CA$0.055
Chemtrade Logistics Income Fund's (TSE:CHE.UN) investors are due to receive a payment of CA$0.055 per share on 30th of April. The dividend yield will be 7.9% based on this payment which is still above the industry average. View our latest analysis for ...",Yahoo Finance,Logistics,Malaysia
AirAsia expanding in tier-II cities of India,"AirAsia expanding in tier-II cities of India
Kesavan Sivanandam, Chief Airport and Customer Experience Officer, Air Asia and Saravana Kumar Kumaravasagam, Consul General of Malaysia in Chennai at a media interaction | Photo Credit ...",Business Line,Logistics,Malaysia
Recap: Pangaea Logistics Solns Q4 Earnings,"Recap: Pangaea Logistics Solns Q4 Earnings
Pangaea Logistics Solns PANL reported its Q4 earnings results on Wednesday, March 13, 2024 at 05:20 PM. Here's what investors need to know about the announcement. Pangaea Logistics Solns missed ...",Benzinga.com,Logistics,Malaysia
Abrdn Euro Log Regulatory News,"Abrdn Euro Log Regulatory News
To provide a regular and attractive level of income and capital growth from investing in high quality European logistics real estate. (b) Name of offeror/offeree in relation to whose relevant ...",London South East,Logistics,Malaysia
"US Logistics Firm Airspace Expands in Asia, Partners With Qualcomm","US Logistics Firm Airspace Expands in Asia, Partners With Qualcomm
(Reuters) - Airspace Technologies, a U.S. logistics startup that specializes ... which operates in Europe and the U.S., said it was expanding to Malaysia, Vietnam and Singapore and increasing ...",U.S. News & World Report,Logistics,Malaysia
Kerry Logistics Network Announces 2023 Annual Results,"Kerry Logistics Network Announces 2023 Annual Results
HONG KONG SAR - Media OutReach Newswire - 26 March 2024 - Kerry Logistics Network Limited ('Kerry Logistics Network' or together with its subsidiaries, the 'Group' or 'KLN Group'; Stock Code 0636.HK) today announced the Group's annual results for 2023.",Business Insider,Logistics,Malaysia
Pangaea Logistics: Q4 Earnings Snapshot,"Pangaea Logistics: Q4 Earnings Snapshot
Earnings, adjusted for non-recurring costs, came to 16 cents per share. The maritime logistics company posted revenue of $131.9 million in the period. For the year, the company reported profit of ...",StamfordAdvocate,Logistics,Malaysia
Energy Midstream Firm Delek Logistics Misses Earnings Estimates,"Energy Midstream Firm Delek Logistics Misses Earnings Estimates
Tennessee-based midstream energy master limited partnership Delek Logistics reported on Tuesday revenues and earnings per share for the fourth quarter that missed consensus estimates, due to ...",Crude Oil Prices,Logistics,Malaysia
Abrdn Euro Log Regulatory News,"Abrdn Euro Log Regulatory News
14th Mar 2024 12:06 pm GNW Form 8.3 - ABRDN European Logistics Income PLC 14th Mar 2024 11:24 am RNS Form 8 (DD) - abrdn European Logistics Income plc 14th Mar 2024 10:53 am GNW Form 8.3 - [abrdn ...",London South East,Logistics,Malaysia
"Pangaea Logistics Solutions, Ltd. (PANL) Q4 2023 Earnings Call Transcript","Pangaea Logistics Solutions, Ltd. (PANL) Q4 2023 Earnings Call Transcript
At this time, I would like to welcome everyone to the Pangaea Logistics Solutions Fourth Quarter and Full Year 2023 Earnings Teleconference. Today's call is being recorded and will be available ...",Seeking Alpha,Logistics,Malaysia
What's in Store for Pangaea Logistics (PANL) in Q4 Earnings?,"What's in Store for Pangaea Logistics (PANL) in Q4 Earnings?
The Zacks Consensus Estimate for fourth-quarter 2023 is currently pegged at an earnings of 44 cents per share, up 2.3% over the past 60 days. Pangaea Logistics has surpassed the Zacks Consensus ...",Nasdaq,Logistics,Malaysia
Swift Haulage to develop logistics hub in Terengganu,"Swift Haulage to develop logistics hub in Terengganu
""The completion of the logistics hub will enhance export and domestic delivery services from Kerteh to different locations across Peninsular Malaysia and Singapore.""",The Star,Logistics,Malaysia
Here's what Wall Street expects from Pangaea Logistics Solutions's earnings,"Here's what Wall Street expects from Pangaea Logistics Solutions's earnings
Pangaea Logistics Solutions will be reporting earnings from the last quarter on March 13. Analysts predict earnings per share of $0.337. Follow Pangaea Logistics Solutions stock price in real-time ...",Business Insider,Logistics,Malaysia
Abrdn Euro Log Regulatory News,"Abrdn Euro Log Regulatory News
25th Jan 2024 11:24 am RNS Form 8.3 - abrdn European Logistics Income plc 25th Jan 2024 7:26 am GNW Form 8.5 (EPT/RI) - Abrdn European Logistics Income Plc 24th Jan 2024 4:53 pm RNS Form 8.3 ...",London South East,Logistics,Malaysia
"Delek Logistics Partners LP earnings missed by $0.40, revenue fell short of estimates","Delek Logistics Partners LP earnings missed by $0.40, revenue fell short of estimates
See Delek Logistics Partners LP's stock price's past reactions to earnings here. According to InvestingPro, Delek Logistics Partners LP's Financial Health score is ""fair performance"".",Investing,Logistics,Malaysia
"If EPS Growth Is Important To You, Chemtrade Logistics Income Fund (TSE:CHE.UN) Presents An Opportunity","If EPS Growth Is Important To You, Chemtrade Logistics Income Fund (TSE:CHE.UN) Presents An Opportunity
In contrast to all that, many investors prefer to focus on companies like Chemtrade Logistics Income Fund (TSE:CHE.UN), which has not only revenues, but also profits. Now this is not to say that ...",Yahoo Finance,Logistics,Malaysia
Including logistics services in SST hike will raise consumer prices - MCA,"Including logistics services in SST hike will raise consumer prices - MCA
The inclusion of logistics services in the new rate for the service tax will cause a compounding impact on consumer prices, said MCA vice-president Tan Teik Cheng. The entire process of goods ...",Malaysiakini,Logistics,Malaysia
Pangaea Logistics: Q4 Earnings Snapshot,"Pangaea Logistics: Q4 Earnings Snapshot
Earnings, adjusted for non-recurring costs, came to 16 cents per share. The maritime logistics company posted revenue of $131.9 million in the period. For the year, the company reported profit of ...",The Washington Post,Logistics,Malaysia
Delek Logistics Partners (DKL) Q4 2023 Earnings Call Transcript,"Delek Logistics Partners (DKL) Q4 2023 Earnings Call Transcript
Please go ahead. Rosy Zuklic-- Vice President, Investor Relations and Market Intelligence Good day, and welcome to the Delek Logistics Partners fourth quarter earnings conference call ...",Yahoo Finance,Logistics,Malaysia
Abrdn Euro Log Regulatory News,"Abrdn Euro Log Regulatory News
21st Feb 2024 10:59 am RNS Form 8.3 - abrdn European Logistics Income plc 21st Feb 2024 7:32 am GNW Form 8.5 (EPT/RI) - Abrdn European Logistics Income Plc 20th Feb 2024 3:20 pm RNS Form 8.3 ...",London South East,Logistics,Malaysia
Closing Bell: Chemtrade Logistics Income Fund down on Friday (CHE-UN),"Closing Bell: Chemtrade Logistics Income Fund down on Friday (CHE-UN)
In market activity today, shares of Chemtrade Logistics Income Fund opened at $8.34 and closed at $8.32. It traded at a low of $8.29 to a high of $8.39. Shares eased -0.12 percent from the ...",The Globe and Mail,Logistics,Malaysia
"Pangaea Logistics Solutions, Ltd. (NASDAQ:PANL) Q4 2023 Earnings Call Transcript","Pangaea Logistics Solutions, Ltd. (NASDAQ:PANL) Q4 2023 Earnings Call Transcript
Pangaea Logistics Solutions, Ltd. (NASDAQ:PANL) Q4 2023 Earnings Call Transcript March 14, 2024 Pangaea Logistics Solutions, Ltd. isn't one of the 30 most popular stocks among hedge funds at the ...",Yahoo Finance,Logistics,Malaysia
"Delek Logistics Partners, LP (DKL) Q4 2023 Earnings Call Transcript","Delek Logistics Partners, LP (DKL) Q4 2023 Earnings Call Transcript
Please go ahead. Good day, and welcome to the Delek Logistics Partners fourth quarter earnings conference call. Participants on today's call will include Avigal Soreq, President; Joseph Israel ...",Seeking Alpha,Logistics,Malaysia
Chemtrade Logistics Income Fund Declares March 2024 Distribution,"Chemtrade Logistics Income Fund Declares March 2024 Distribution
We sell different types of products and services to both investment professionals and individual investors. These products and services are usually sold through license agreements or subscriptions ...",Morningstar,Logistics,Malaysia
Quilter PLC Announces Significant Stake in Abrdn European Logistics Income PLC,"Quilter PLC Announces Significant Stake in Abrdn European Logistics Income PLC
According to the disclosure, Quilter PLC directly controls 25,154,950 shares of Abrdn European Logistics Income PLC, representing a 6.10% interest. This position was held as of March 15, 2024 ...",South African Official News on MSN.com,Logistics,Malaysia
WDP: 4.5% Yielding Logistics REIT With An Anticipated 6% Earnings CAGR,"WDP: 4.5% Yielding Logistics REIT With An Anticipated 6% Earnings CAGR
WDP, a Belgian REIT, reported an earnings increase for 2023 and expects to increase earnings by over 20% by 2027. The REIT plans to invest €500 million per year for a cumulative total of €1.5 ...",Seeking Alpha,Logistics,Malaysia
Delek Logistics Partners (DKL) Q4 2023 Earnings Call Transcript,"Delek Logistics Partners (DKL) Q4 2023 Earnings Call Transcript
Please go ahead. Rosy Zuklic-- Vice President, Investor Relations and Market Intelligence Good day, and welcome to the Delek Logistics Partners fourth quarter earnings conference call ...",Yahoo Finance,Logistics,Malaysia
Earnings call: Pangaea Logistics reports a net income of $7.4 million,"Earnings call: Pangaea Logistics reports a net income of $7.4 million
Pangaea Logistics Solutions Ltd. (NASDAQ: NASDAQ:PANL) has reported an adjusted net income of $7.4 million for the fourth quarter of 2023 and $31.4 million for the full year, despite facing margin ...",Investing,Logistics,Malaysia
What's in Store for Pangaea Logistics (PANL) in Q4 Earnings?,"What's in Store for Pangaea Logistics (PANL) in Q4 Earnings?
Pangaea Logistics Solutions PANL is slated to release fourth-quarter 2023 results on Mar 13, after market close. The Zacks Consensus Estimate for fourth-quarter 2023 is currently pegged at an earnings of 44 cents per share, up 2.3% over the past 60 days.",雅虎財經,Logistics,Malaysia
Q4 2023 Delek Logistics Partners LP Earnings Call,"Q4 2023 Delek Logistics Partners LP Earnings Call
Please go ahead. Rosy Zuklic Good day and welcome to the Delek Logistics Partners fourth-quarter earnings conference call. Participants on today's call will include Avoca direct President, Joseph Israel, EVP Operations, proving Spiegel, EVP and Chief ...",雅虎財經,Logistics,Malaysia
